minute_ts_utc,symbol,security_id,visibility_mode,graph_feature_status,seed_feature_status,related_security_count,direct_related_security_count,second_hop_related_security_count,confidence_weighted_breadth,max_path_confidence,mean_path_confidence,related_feature_count,anomalous_related_count,anomalous_related_fraction,synchronized_equity_volume_anomaly_count,synchronized_option_volume_anomaly_count,synchronized_spread_widen_count,max_related_multivariate_l2,mean_related_multivariate_l2,confidence_weighted_peer_anomaly,propagation_strength,min_anomalous_hop,mean_anomalous_hop,prior_visible_case_count,prior_case_similarity_max,prior_case_similarity_mean,graph_db_sha256,feature_input_sha256,research_use_only
2011-02-08T19:33:00.000Z,T01,SEC:T01,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-08T19:33:00.000Z,C0041,SEC:C0041,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-08T19:33:00.000Z,C0042,SEC:C0042,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-08T19:33:00.000Z,C0043,SEC:C0043,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-09T19:34:00.000Z,T02,SEC:T02,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-09T19:34:00.000Z,C0051,SEC:C0051,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-09T19:34:00.000Z,C0052,SEC:C0052,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-09T19:34:00.000Z,C0053,SEC:C0053,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-10T19:35:00.000Z,T02,SEC:T02,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-10T19:35:00.000Z,C0061,SEC:C0061,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-10T19:35:00.000Z,C0062,SEC:C0062,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2011-02-10T19:35:00.000Z,C0063,SEC:C0063,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-05T19:30:00.000Z,T03,SEC:T03,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-05T19:30:00.000Z,C0071,SEC:C0071,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-05T19:30:00.000Z,C0072,SEC:C0072,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-05T19:30:00.000Z,C0073,SEC:C0073,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-06T19:31:00.000Z,T03,SEC:T03,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-06T19:31:00.000Z,C0081,SEC:C0081,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-06T19:31:00.000Z,C0082,SEC:C0082,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-06T19:31:00.000Z,C0083,SEC:C0083,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-07T19:32:00.000Z,T04,SEC:T04,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-07T19:32:00.000Z,C0091,SEC:C0091,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-07T19:32:00.000Z,C0092,SEC:C0092,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-07T19:32:00.000Z,C0093,SEC:C0093,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-08T19:33:00.000Z,T04,SEC:T04,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-08T19:33:00.000Z,C0101,SEC:C0101,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-08T19:33:00.000Z,C0102,SEC:C0102,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-08T19:33:00.000Z,C0103,SEC:C0103,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-09T19:34:00.000Z,T05,SEC:T05,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-09T19:34:00.000Z,C0111,SEC:C0111,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-09T19:34:00.000Z,C0112,SEC:C0112,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-09T19:34:00.000Z,C0113,SEC:C0113,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-10T19:35:00.000Z,T05,SEC:T05,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-10T19:35:00.000Z,C0121,SEC:C0121,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-10T19:35:00.000Z,C0122,SEC:C0122,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2012-02-10T19:35:00.000Z,C0123,SEC:C0123,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2013-02-05T19:30:00.000Z,T06,SEC:T06,live_surveillance,full,full,2.0,3.0,2.0,0.82,0.82,0.82,2.0,3.0,0.82,3.0,2.0,3.0,3.2,3.27,0.82,3.41,1.0,1.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2013-02-05T19:30:00.000Z,C0131,SEC:C0131,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
2013-02-05T19:30:00.000Z,C0132,SEC:C0132,live_surveillance,full,full,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.19999999999999998,0.12,0.18,2.0,2.0,0.0,0.0,0.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,1
