edge_id,src_id,dst_id,edge_type,valid_from,valid_to,observed_at,public_at,source_class,source_reference,adjudication_status,confidence,research_use_only
GE:CASE:HEJFE-12CC8075D3F634CD,CASE:SEC-DUBOVOY-2015,EV:HEJFE-12CC8075D3F634CD,case_contains_event,,,2013-04-24T19:07:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-12CC8075D3F634CD,EV:HEJFE-12CC8075D3F634CD,ISS:GVKEY:1439,event_concerns_issuer,,,2013-04-24T19:07:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-12CC8075D3F634CD,EV:HEJFE-12CC8075D3F634CD,SEC:PERMNO:12758,event_observed_in_security,,,2013-04-24T19:07:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-847F0EFE669B2440,CASE:SEC-DUBOVOY-2015,EV:HEJFE-847F0EFE669B2440,case_contains_event,,,2015-02-05T20:59:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-847F0EFE669B2440,EV:HEJFE-847F0EFE669B2440,ISS:GVKEY:186520,event_concerns_issuer,,,2015-02-05T20:59:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-847F0EFE669B2440,EV:HEJFE-847F0EFE669B2440,SEC:PERMNO:12873,event_observed_in_security,,,2015-02-05T20:59:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-AF5106891E058D23,CASE:SEC-DUBOVOY-2015,EV:HEJFE-AF5106891E058D23,case_contains_event,,,2015-02-12T20:10:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-AF5106891E058D23,EV:HEJFE-AF5106891E058D23,ISS:GVKEY:184715,event_concerns_issuer,,,2015-02-12T20:10:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-AF5106891E058D23,EV:HEJFE-AF5106891E058D23,SEC:PERMNO:12924,event_observed_in_security,,,2015-02-12T20:10:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-6F0A7632D9B4FFF6,CASE:SEC-DUBOVOY-2015,EV:HEJFE-6F0A7632D9B4FFF6,case_contains_event,,,2015-04-28T18:35:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-6F0A7632D9B4FFF6,EV:HEJFE-6F0A7632D9B4FFF6,ISS:GVKEY:192255,event_concerns_issuer,,,2015-04-28T18:35:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-6F0A7632D9B4FFF6,EV:HEJFE-6F0A7632D9B4FFF6,SEC:PERMNO:13105,event_observed_in_security,,,2015-04-28T18:35:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-05DE1473D5D7F7FB,CASE:SEC-DUBOVOY-2015,EV:HEJFE-05DE1473D5D7F7FB,case_contains_event,,,2015-03-19T19:55:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-05DE1473D5D7F7FB,EV:HEJFE-05DE1473D5D7F7FB,ISS:GVKEY:161036,event_concerns_issuer,,,2015-03-19T19:55:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-05DE1473D5D7F7FB,EV:HEJFE-05DE1473D5D7F7FB,SEC:PERMNO:13110,event_observed_in_security,,,2015-03-19T19:55:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-87DDC59E7BB99A84,CASE:SEC-DUBOVOY-2015,EV:HEJFE-87DDC59E7BB99A84,case_contains_event,,,2015-04-27T19:17:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-87DDC59E7BB99A84,EV:HEJFE-87DDC59E7BB99A84,ISS:GVKEY:177966,event_concerns_issuer,,,2015-04-27T19:17:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-87DDC59E7BB99A84,EV:HEJFE-87DDC59E7BB99A84,SEC:PERMNO:13284,event_observed_in_security,,,2015-04-27T19:17:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-6C73B4B05384BC1E,CASE:SEC-DUBOVOY-2015,EV:HEJFE-6C73B4B05384BC1E,case_contains_event,,,2013-04-25T19:00:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-6C73B4B05384BC1E,EV:HEJFE-6C73B4B05384BC1E,ISS:GVKEY:170335,event_concerns_issuer,,,2013-04-25T19:00:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-6C73B4B05384BC1E,EV:HEJFE-6C73B4B05384BC1E,SEC:PERMNO:13377,event_observed_in_security,,,2013-04-25T19:00:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-DC66D5F2BDEC7C74,CASE:SEC-DUBOVOY-2015,EV:HEJFE-DC66D5F2BDEC7C74,case_contains_event,,,2015-01-28T18:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-DC66D5F2BDEC7C74,EV:HEJFE-DC66D5F2BDEC7C74,ISS:GVKEY:171007,event_concerns_issuer,,,2015-01-28T18:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-DC66D5F2BDEC7C74,EV:HEJFE-DC66D5F2BDEC7C74,SEC:PERMNO:13447,event_observed_in_security,,,2015-01-28T18:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-47A3794D1C360650,CASE:SEC-DUBOVOY-2015,EV:HEJFE-47A3794D1C360650,case_contains_event,,,2015-04-16T18:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-47A3794D1C360650,EV:HEJFE-47A3794D1C360650,ISS:GVKEY:171007,event_concerns_issuer,,,2015-04-16T18:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-47A3794D1C360650,EV:HEJFE-47A3794D1C360650,SEC:PERMNO:13447,event_observed_in_security,,,2015-04-16T18:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-9B84208BA575EAC4,CASE:SEC-DUBOVOY-2015,EV:HEJFE-9B84208BA575EAC4,case_contains_event,,,2015-03-26T19:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-9B84208BA575EAC4,EV:HEJFE-9B84208BA575EAC4,ISS:GVKEY:111873,event_concerns_issuer,,,2015-03-26T19:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-9B84208BA575EAC4,EV:HEJFE-9B84208BA575EAC4,SEC:PERMNO:13687,event_observed_in_security,,,2015-03-26T19:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-DF726FADF321F8E3,CASE:SEC-DUBOVOY-2015,EV:HEJFE-DF726FADF321F8E3,case_contains_event,,,2015-03-25T19:18:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-DF726FADF321F8E3,EV:HEJFE-DF726FADF321F8E3,ISS:GVKEY:8551,event_concerns_issuer,,,2015-03-25T19:18:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-DF726FADF321F8E3,EV:HEJFE-DF726FADF321F8E3,SEC:PERMNO:13936,event_observed_in_security,,,2015-03-25T19:18:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
